BIB_NO,Gender,Event,Time,Status
4342,M,메디오폰도,05:02:27,
4345,M,그란폰도,03:59:36,
4347,M,그란폰도,04:50:33,
4348,M,그란폰도,05:04:39,
4349,M,그란폰도,05:56:58,
4350,M,그란폰도,05:54:49,
4351,M,그란폰도,05:54:49,
4352,M,그란폰도,04:52:37,
4353,M,그란폰도,03:49:57,
4354,M,그란폰도,05:13:23,
4355,M,그란폰도,03:49:56,
4356,M,그란폰도,05:35:02,
4357,M,그란폰도,05:17:27,
4358,M,메디오폰도,03:49:28,
4359,M,메디오폰도,03:49:26,
4360,M,메디오폰도,,DNF
4361,M,메디오폰도,03:49:30,
4362,M,메디오폰도,03:50:20,
4363,M,메디오폰도,04:00:14,
4364,M,메디오폰도,03:49:15,
4365,M,그란폰도,05:58:58,
4366,M,메디오폰도,04:28:47,
4367,M,그란폰도,06:03:17,
4368,M,그란폰도,,DNF
4369,M,메디오폰도,04:27:32,
4370,M,메디오폰도,04:26:01,
4372,M,그란폰도,05:33:51,
4373,M,메디오폰도,04:15:42,
4374,M,그란폰도,06:50:39,
4375,F,메디오폰도,04:16:41,
4376,M,메디오폰도,04:36:06,
4377,M,메디오폰도,04:13:48,
4378,F,메디오폰도,03:47:10,
4379,M,그란폰도,05:32:38,
4380,M,그란폰도,05:32:41,
4381,M,그란폰도,06:15:14,
4382,M,메디오폰도,04:53:12,
4384,M,그란폰도,06:54:14,
4385,M,그란폰도,06:12:50,
4386,M,그란폰도,05:37:35,
4387,M,그란폰도,06:21:04,
4388,M,그란폰도,04:33:41,
4389,F,그란폰도,04:32:03,
4390,M,그란폰도,04:41:10,
4392,M,그란폰도,04:32:06,
4393,M,그란폰도,05:12:55,
4394,F,그란폰도,05:12:54,
4395,M,그란폰도,04:33:07,
4396,M,그란폰도,05:13:28,
4397,M,그란폰도,04:43:32,
4398,M,그란폰도,04:41:06,
4399,F,그란폰도,06:04:23,
4400,M,그란폰도,06:04:23,
4401,M,그란폰도,06:04:15,
4402,M,그란폰도,06:02:30,
4403,M,메디오폰도,04:06:53,
4404,M,메디오폰도,03:37:56,
4405,M,메디오폰도,04:07:42,
4406,M,메디오폰도,04:26:50,
4407,M,메디오폰도,04:24:16,
4408,M,메디오폰도,03:45:30,
4409,M,그란폰도,05:13:42,
4410,F,그란폰도,06:19:54,
4411,M,그란폰도,06:41:31,
4412,M,그란폰도,05:30:43,
4413,M,메디오폰도,05:00:27,
4414,M,메디오폰도,03:36:58,
4415,M,메디오폰도,,DNF
4416,M,메디오폰도,03:37:48,
4418,M,메디오폰도,03:03:13,
4419,M,그란폰도,04:40:45,
4420,M,그란폰도,04:38:01,
4421,M,메디오폰도,04:18:07,
4422,M,메디오폰도,02:57:52,
4423,M,메디오폰도,04:43:36,
4424,M,메디오폰도,02:55:42,
4425,M,메디오폰도,03:14:01,
4427,M,메디오폰도,02:55:49,
4428,M,메디오폰도,03:37:22,
4429,M,메디오폰도,02:55:44,
4430,M,메디오폰도,04:43:35,
4431,F,메디오폰도,03:14:17,
4432,F,메디오폰도,03:00:50,
4433,F,메디오폰도,03:56:18,
4434,M,메디오폰도,04:06:21,
4435,M,메디오폰도,03:03:11,
4436,M,메디오폰도,03:00:44,
4437,M,메디오폰도,03:56:33,
4438,F,메디오폰도,02:56:22,
4439,M,메디오폰도,02:54:06,
4440,M,메디오폰도,04:54:29,
4441,M,메디오폰도,02:53:51,
4442,M,메디오폰도,02:54:26,
4444,M,메디오폰도,02:53:48,
4445,M,메디오폰도,02:53:50,
4446,M,메디오폰도,02:53:54,
4447,F,메디오폰도,02:56:19,
4449,M,메디오폰도,02:53:58,
4452,M,그란폰도,04:03:12,
4456,M,그란폰도,06:24:17,
4457,M,그란폰도,06:24:10,
4458,M,그란폰도,05:20:26,
4459,M,그란폰도,05:41:55,
4460,M,그란폰도,05:23:27,
4461,M,그란폰도,05:31:37,
4462,M,그란폰도,05:07:20,
4463,M,그란폰도,05:34:55,
4464,M,그란폰도,05:32:56,
4466,M,그란폰도,05:10:24,
4467,M,그란폰도,05:46:06,
4468,M,그란폰도,05:34:46,
4469,M,그란폰도,05:39:14,
4470,M,그란폰도,06:16:47,
4473,F,그란폰도,,DNF
4474,M,그란폰도,05:34:51,
4476,M,그란폰도,05:31:56,
4477,M,그란폰도,05:31:52,
4478,M,그란폰도,05:45:18,
4480,M,그란폰도,,DNF
4481,M,그란폰도,05:18:23,
4482,M,메디오폰도,03:29:52,
4483,M,메디오폰도,03:29:50,
4484,F,메디오폰도,03:29:47,
4485,M,메디오폰도,03:28:26,
4486,M,메디오폰도,03:29:54,
4488,M,메디오폰도,03:47:53,
4489,M,메디오폰도,03:39:04,
4490,M,메디오폰도,04:07:12,
4491,M,그란폰도,04:52:44,
4492,M,그란폰도,04:43:36,
4493,M,그란폰도,04:44:16,
4494,M,그란폰도,04:32:52,
4495,M,그란폰도,04:52:32,
4496,M,그란폰도,04:44:55,
4497,F,그란폰도,04:49:41,
4498,M,그란폰도,03:50:13,
4500,M,그란폰도,04:43:51,
4501,M,메디오폰도,02:54:04,
4503,M,그란폰도,,DNF
4506,F,메디오폰도,04:26:01,
4509,M,메디오폰도,04:18:42,
4510,M,메디오폰도,04:16:09,
4511,M,그란폰도,05:37:18,
4512,M,그란폰도,06:32:46,
4513,M,그란폰도,05:37:09,
4515,M,메디오폰도,04:31:42,
4516,M,메디오폰도,04:29:43,
4518,M,그란폰도,04:55:48,
4519,M,그란폰도,05:39:42,
4520,M,메디오폰도,04:08:35,
4521,M,메디오폰도,04:17:33,
4522,M,메디오폰도,04:17:28,
4523,M,메디오폰도,04:17:32,
4524,M,메디오폰도,04:17:40,
4525,M,메디오폰도,04:17:28,
4526,M,그란폰도,05:18:32,
4528,M,메디오폰도,04:11:11,
4529,M,메디오폰도,04:42:34,
4530,M,메디오폰도,03:56:49,
4531,M,메디오폰도,04:09:49,
4532,M,메디오폰도,04:12:54,
4533,M,메디오폰도,04:25:19,
4534,M,메디오폰도,04:14:45,
4535,M,그란폰도,04:32:11,
4536,M,메디오폰도,03:52:48,
4538,M,메디오폰도,03:52:49,
4540,M,그란폰도,05:41:37,
4541,M,그란폰도,05:11:48,
4543,M,그란폰도,04:16:45,
4544,M,메디오폰도,03:46:03,
4545,M,메디오폰도,04:10:05,
4546,M,그란폰도,04:22:02,
4547,M,메디오폰도,03:46:07,
4548,M,그란폰도,,DNF
4549,M,그란폰도,,DNF
4550,M,메디오폰도,04:04:38,
4552,M,그란폰도,05:01:18,
4554,M,메디오폰도,03:19:09,
4556,F,메디오폰도,04:10:06,
4557,F,메디오폰도,03:46:06,
4558,F,메디오폰도,03:46:11,
4560,F,메디오폰도,03:27:39,
4563,M,그란폰도,05:10:49,
4567,F,그란폰도,05:30:06,
4568,M,그란폰도,06:24:09,
4569,M,그란폰도,06:45:07,
4570,M,그란폰도,06:11:29,
4571,M,그란폰도,06:24:03,
4572,M,그란폰도,05:16:33,
4573,M,그란폰도,06:01:29,
4574,M,그란폰도,06:24:42,
4575,M,그란폰도,,DNF
4576,M,그란폰도,06:14:07,
4577,M,그란폰도,06:00:38,
4582,M,메디오폰도,03:45:40,
4583,M,메디오폰도,,DNF
4584,M,그란폰도,05:34:31,
4585,M,그란폰도,05:59:02,
4586,M,그란폰도,05:08:38,
4588,F,그란폰도,05:57:28,
4589,M,그란폰도,05:57:40,
4590,M,그란폰도,05:57:13,
4592,M,그란폰도,05:04:18,
4594,M,메디오폰도,04:43:25,
4595,M,메디오폰도,04:01:39,
4596,M,메디오폰도,04:43:20,
4597,M,그란폰도,05:42:22,
4598,M,그란폰도,05:26:13,
4600,M,메디오폰도,04:35:04,
4604,M,그란폰도,05:04:57,
4605,M,그란폰도,05:42:18,
4606,M,메디오폰도,04:48:11,
4607,M,메디오폰도,03:05:03,
4609,M,그란폰도,04:19:42,
4610,M,그란폰도,04:20:54,
4611,M,메디오폰도,03:04:56,
4612,M,그란폰도,05:21:45,
4613,F,그란폰도,05:35:17,
4614,M,그란폰도,05:22:58,
4615,M,그란폰도,06:08:05,
4618,M,메디오폰도,03:14:14,
4619,M,메디오폰도,04:00:34,
4622,M,메디오폰도,03:38:07,
4623,M,그란폰도,,DNF
4624,M,그란폰도,04:42:52,
4625,M,그란폰도,05:49:37,
4626,F,그란폰도,,DNF
4627,M,그란폰도,05:11:01,
4629,M,그란폰도,05:33:07,
4632,M,그란폰도,04:50:16,
4634,F,그란폰도,05:11:00,
4636,M,그란폰도,04:49:06,
4637,M,그란폰도,05:34:01,
4638,M,그란폰도,04:44:41,
4639,M,메디오폰도,04:05:02,
4640,M,메디오폰도,03:20:25,
4641,M,그란폰도,05:06:04,
4642,M,메디오폰도,03:57:01,
4643,M,그란폰도,05:11:16,
4644,M,그란폰도,,DNF
4645,M,그란폰도,04:07:13,
4647,M,그란폰도,05:10:44,
4648,M,그란폰도,04:42:54,
4649,M,그란폰도,05:10:56,
4650,M,그란폰도,05:11:17,
4652,M,그란폰도,04:15:41,
4653,M,메디오폰도,03:19:31,
4654,F,메디오폰도,04:00:45,
4655,M,그란폰도,06:16:15,
4657,M,메디오폰도,,DNF
4658,M,그란폰도,04:18:13,
4659,F,그란폰도,05:10:55,
4660,M,그란폰도,05:33:03,
4661,M,메디오폰도,03:37:35,
4662,M,메디오폰도,03:22:36,
4663,M,그란폰도,05:20:13,
4664,M,그란폰도,03:48:20,
4665,M,그란폰도,,DNF
4666,M,그란폰도,04:45:42,
4668,M,그란폰도,05:11:06,
4670,M,그란폰도,05:11:05,
4671,F,그란폰도,05:11:00,
4672,M,그란폰도,05:49:44,
4673,M,그란폰도,05:56:49,
4674,M,메디오폰도,04:50:51,
4675,M,그란폰도,05:53:09,
4676,M,그란폰도,05:09:58,
4677,M,그란폰도,06:07:22,
4678,F,그란폰도,06:07:24,
4680,M,그란폰도,06:07:24,
4681,M,메디오폰도,04:35:23,
4693,M,메디오폰도,05:39:00,
4694,M,그란폰도,04:40:30,
4695,M,그란폰도,05:28:52,
4696,M,그란폰도,05:16:26,
4697,M,그란폰도,05:16:21,
4698,M,그란폰도,05:16:22,
4699,M,그란폰도,05:16:22,
4700,M,메디오폰도,04:44:45,
4701,M,메디오폰도,04:43:11,
4702,M,메디오폰도,04:43:02,
4703,M,메디오폰도,04:43:16,
4704,M,메디오폰도,04:44:25,
4705,M,메디오폰도,04:43:00,
4710,M,그란폰도,05:28:58,
4711,M,그란폰도,05:29:48,
4712,M,그란폰도,05:28:48,
4713,M,메디오폰도,05:16:54,
4714,F,메디오폰도,05:17:16,
4715,F,그란폰도,05:28:56,
4716,M,그란폰도,03:55:05,
4718,M,그란폰도,04:40:20,
4719,M,메디오폰도,03:55:15,
4720,M,메디오폰도,03:30:34,
5000,M,메디오폰도,03:35:34,
5001,F,메디오폰도,05:14:41,
5002,M,메디오폰도,05:17:55,
5003,M,메디오폰도,03:50:19,
5005,M,메디오폰도,05:14:37,
5006,M,메디오폰도,05:49:01,
5007,F,메디오폰도,05:48:50,
5008,F,메디오폰도,05:49:04,
5010,F,메디오폰도,05:49:01,
5011,M,메디오폰도,05:30:43,
5012,M,메디오폰도,04:54:41,
5013,F,메디오폰도,04:17:04,
5014,M,메디오폰도,04:36:01,
5015,M,메디오폰도,04:36:21,
5016,M,메디오폰도,04:39:02,
5019,M,메디오폰도,04:12:35,
5020,M,메디오폰도,04:12:33,
5031,M,메디오폰도,04:47:20,
5032,M,메디오폰도,04:12:38,
5033,F,메디오폰도,04:47:24,
5034,M,메디오폰도,04:23:50,
5035,M,메디오폰도,05:07:58,
5036,M,메디오폰도,04:25:50,
5037,M,메디오폰도,04:24:47,
5038,M,메디오폰도,04:31:23,
5042,M,메디오폰도,04:26:52,
5043,M,메디오폰도,04:35:29,
5045,M,메디오폰도,04:27:16,
5047,M,메디오폰도,04:29:41,
5048,M,메디오폰도,03:51:38,
5050,M,메디오폰도,05:07:03,
5051,M,메디오폰도,06:53:29,
5052,M,메디오폰도,04:47:56,
5053,M,메디오폰도,03:05:56,
5054,M,메디오폰도,03:48:56,
5055,M,메디오폰도,04:37:51,
5056,M,메디오폰도,03:03:52,
5057,M,메디오폰도,03:33:32,
5058,M,메디오폰도,04:19:49,
5059,M,메디오폰도,03:13:30,
5060,M,메디오폰도,06:11:20,
5061,M,메디오폰도,05:21:32,
5062,M,메디오폰도,04:50:42,
5063,M,메디오폰도,03:59:17,
5064,F,메디오폰도,04:50:43,
5065,M,메디오폰도,05:10:01,
5066,M,메디오폰도,04:57:04,
5067,F,메디오폰도,04:31:13,
5068,M,메디오폰도,04:33:14,
5069,M,메디오폰도,04:32:45,
5070,M,메디오폰도,04:34:45,
5071,M,메디오폰도,04:58:37,
5072,F,메디오폰도,04:59:28,
5073,F,메디오폰도,04:38:06,
5074,M,메디오폰도,04:37:58,
5075,M,메디오폰도,04:39:45,
5076,M,메디오폰도,04:37:43,
5077,M,메디오폰도,04:38:32,
5078,M,메디오폰도,03:33:32,
5079,M,메디오폰도,03:39:36,
5081,F,메디오폰도,04:32:17,
5082,M,메디오폰도,04:32:16,
5083,M,메디오폰도,05:10:13,
5084,M,메디오폰도,05:17:53,
5085,M,메디오폰도,04:58:57,
5086,F,메디오폰도,05:17:47,
5087,F,메디오폰도,05:10:15,
5089,F,메디오폰도,04:49:14,
5090,M,메디오폰도,05:42:37,
5091,M,메디오폰도,04:15:42,
5092,M,메디오폰도,06:02:32,
5093,M,메디오폰도,06:07:37,
5094,M,메디오폰도,,DNF
5095,M,메디오폰도,04:05:59,
5096,M,메디오폰도,04:31:55,
5097,M,메디오폰도,04:15:50,
5098,M,메디오폰도,05:42:34,
5099,M,메디오폰도,04:15:56,
5100,M,메디오폰도,04:17:46,
5101,M,메디오폰도,04:18:14,
5102,M,메디오폰도,04:18:15,
5106,M,메디오폰도,02:59:48,
5107,F,메디오폰도,02:59:41,
5108,M,메디오폰도,05:22:25,
5109,M,메디오폰도,05:23:04,
5110,M,메디오폰도,05:25:52,
5111,M,메디오폰도,05:30:45,
5112,M,메디오폰도,04:53:15,
5113,M,메디오폰도,04:53:14,
5114,M,메디오폰도,03:34:06,
5115,M,메디오폰도,03:44:42,
5116,M,메디오폰도,04:50:41,
5118,M,메디오폰도,04:48:54,
5119,M,메디오폰도,04:43:05,
5120,F,메디오폰도,04:03:37,
5121,M,메디오폰도,04:03:40,
5122,M,메디오폰도,04:02:32,
5123,M,메디오폰도,04:06:08,
5124,F,메디오폰도,04:41:37,
5125,F,메디오폰도,04:24:41,
5126,M,메디오폰도,04:02:16,
5127,M,메디오폰도,04:06:26,
5128,M,메디오폰도,04:41:34,
5129,M,메디오폰도,03:15:27,
5131,M,메디오폰도,03:14:24,
5134,F,메디오폰도,04:42:56,
5136,M,메디오폰도,03:38:31,
5138,F,메디오폰도,03:50:53,
5139,F,메디오폰도,04:17:58,
7000,F,그란폰도,04:56:04,
7001,F,그란폰도,04:42:04,
7002,M,그란폰도,04:42:00,
7003,M,그란폰도,04:26:07,
7004,M,그란폰도,04:45:21,
7006,M,메디오폰도,03:13:32,
7007,M,그란폰도,05:29:11,
7008,M,메디오폰도,04:37:19,
7009,M,메디오폰도,03:36:28,
7010,M,메디오폰도,,DNF
7011,M,메디오폰도,,DNF
7012,M,그란폰도,05:53:14,
7013,M,그란폰도,06:15:40,
7017,M,메디오폰도,,DNF
7019,M,그란폰도,05:56:21,
7020,F,그란폰도,05:56:24,
7021,M,그란폰도,,DNF
7022,M,메디오폰도,03:40:48,
7023,F,메디오폰도,03:35:04,
7024,M,메디오폰도,03:57:54,
7025,F,그란폰도,05:05:07,
7026,M,그란폰도,06:58:33,
7027,M,메디오폰도,04:01:08,
7028,M,그란폰도,05:05:08,
7029,F,메디오폰도,03:22:09,
7031,M,메디오폰도,03:53:58,
7033,F,메디오폰도,,DNF
7034,F,그란폰도,05:05:10,
7035,M,그란폰도,05:22:18,
7036,M,그란폰도,04:44:18,
7037,M,그란폰도,05:05:02,
7038,M,그란폰도,03:44:50,
7039,M,그란폰도,05:05:54,
7040,F,메디오폰도,03:58:57,
7042,F,그란폰도,,DNF
7044,M,그란폰도,04:55:25,
7046,M,메디오폰도,03:54:21,
7048,M,그란폰도,05:05:16,
7049,M,메디오폰도,03:58:04,
7050,F,메디오폰도,03:58:36,
7051,F,그란폰도,05:06:39,
7052,M,그란폰도,05:44:01,
7053,M,그란폰도,,DNF
7054,F,그란폰도,05:18:09,
7055,M,그란폰도,05:17:31,
7056,M,그란폰도,05:06:16,
7057,F,그란폰도,05:44:09,
7059,M,그란폰도,05:06:18,
7060,F,그란폰도,05:22:44,
7061,M,그란폰도,05:22:45,
7062,M,메디오폰도,03:33:31,
7063,M,그란폰도,04:21:28,
7064,M,그란폰도,04:21:42,
7065,M,그란폰도,04:21:28,
7066,M,그란폰도,04:12:23,
7067,F,그란폰도,04:43:41,
7068,M,그란폰도,03:49:58,
7069,M,그란폰도,05:00:13,
7070,F,메디오폰도,03:17:08,
7071,F,메디오폰도,03:28:37,
7072,F,메디오폰도,03:28:34,
7073,F,그란폰도,04:49:09,
7074,M,그란폰도,04:32:57,
7075,M,그란폰도,04:36:22,
7076,F,그란폰도,04:43:24,
7077,F,메디오폰도,03:21:35,
7078,F,메디오폰도,03:21:34,
7079,M,그란폰도,04:36:24,
7080,M,그란폰도,04:39:08,
7081,M,메디오폰도,03:09:41,
7082,M,그란폰도,04:18:23,
7084,F,그란폰도,,DNF
7086,M,메디오폰도,03:09:41,
7087,M,그란폰도,05:59:32,
7088,M,그란폰도,05:04:18,
7089,M,그란폰도,04:52:44,
7091,M,메디오폰도,03:09:43,
7093,M,메디오폰도,03:09:43,
7094,M,메디오폰도,03:38:27,
7095,M,메디오폰도,03:09:38,
7096,M,메디오폰도,03:44:47,
7097,M,그란폰도,,DNF
7098,M,그란폰도,04:36:22,
7099,M,그란폰도,,DNF
7100,M,그란폰도,05:16:49,
7101,M,메디오폰도,05:11:28,
7104,M,메디오폰도,04:40:49,
7106,M,메디오폰도,04:54:15,
7108,M,그란폰도,04:38:38,
7109,F,그란폰도,04:38:45,
7112,M,그란폰도,05:52:45,
7114,M,메디오폰도,03:11:22,
7115,M,그란폰도,04:39:02,
7117,M,그란폰도,04:36:20,
7118,M,메디오폰도,03:38:15,
7119,M,메디오폰도,03:14:02,
7120,M,그란폰도,04:36:17,
7121,M,그란폰도,,DNF
7122,F,메디오폰도,03:21:34,
7123,F,그란폰도,04:38:53,
7124,F,메디오폰도,04:09:22,
7125,F,메디오폰도,04:13:08,
7126,M,메디오폰도,05:07:28,
7127,M,메디오폰도,04:48:36,
7128,F,메디오폰도,05:07:31,
7129,M,메디오폰도,04:47:58,
7130,M,메디오폰도,03:37:17,
7131,M,메디오폰도,03:43:49,
7132,M,그란폰도,04:38:35,
7133,M,메디오폰도,03:39:39,
7134,M,그란폰도,04:52:31,
7135,M,그란폰도,05:21:13,
7136,M,그란폰도,04:04:34,
7138,M,그란폰도,03:31:53,
7141,M,그란폰도,04:53:38,
7142,M,그란폰도,05:22:19,
7143,M,그란폰도,05:22:32,
7144,M,그란폰도,05:22:44,
7145,M,그란폰도,05:25:48,
7146,M,그란폰도,05:44:13,
7147,M,메디오폰도,03:46:47,
7148,M,메디오폰도,03:55:58,
7149,M,메디오폰도,03:55:51,
7150,M,메디오폰도,03:55:56,
7151,M,메디오폰도,03:47:16,
7152,M,메디오폰도,05:10:49,
7153,F,메디오폰도,05:11:03,
7154,M,메디오폰도,05:10:52,
7155,M,메디오폰도,05:10:39,
7156,M,그란폰도,05:43:06,
7157,M,그란폰도,05:17:09,
7158,M,그란폰도,06:19:01,
7159,F,그란폰도,05:29:42,
7160,M,메디오폰도,04:23:11,
7161,F,메디오폰도,04:23:12,
7162,M,메디오폰도,03:42:46,
7163,M,그란폰도,,DNF
7164,M,메디오폰도,05:13:37,
7165,M,메디오폰도,05:04:07,
7166,M,메디오폰도,05:34:19,
7167,M,메디오폰도,04:18:44,
7168,M,메디오폰도,04:16:06,
7169,M,그란폰도,05:58:02,
7170,M,그란폰도,06:16:27,
7171,M,그란폰도,05:02:38,
7172,M,그란폰도,05:39:48,
7173,M,메디오폰도,04:35:40,
7174,M,그란폰도,04:06:32,
7175,M,그란폰도,05:31:30,
7176,M,그란폰도,05:18:26,
7177,M,메디오폰도,04:17:36,
7178,F,메디오폰도,04:26:17,
7179,M,그란폰도,06:16:54,
7180,M,메디오폰도,03:45:22,
7181,M,그란폰도,05:52:03,
7182,M,메디오폰도,04:12:33,
7183,F,메디오폰도,04:12:35,
7184,M,그란폰도,,DNF
7185,M,메디오폰도,05:38:42,
